Code;end date;Group/Investment;ISIN;Perf Y1;Perf Y3;Perf Y5;Vol Y1;Vol Y3;Vol Y5
EUCA000583;06/06/2022;EAA Fund USD High Yield Bond;;-7.40%;1.47%;2.25%;4.37%;7.28%;5.91%
FOUSA08SQ4;06/06/2022;FTSE Italia AllShare PR EUR;;-6.34%;5.92%;3.11%;25.78%;29.18%;25.42%
FOUSA08IE9;06/06/2022;ICE BofA EUR Overnight OR TR EUR;;-0.58%;-0.52%;-0.46%;0.03%;0.02%;0.02%
FOUSA05UOK;06/06/2022;ICE BofA Euro Corporate TR EUR;;-10.35%;-2.28%;-0.55%;4.01%;3.84%;3.23%
FOUSA08BV1;06/06/2022;ICE BofA Euro Subod Fin TR EUR;;-9.44%;-0.83%;0.73%;3.65%;4.85%;4.14%
F000016NOS;06/06/2022;ICE BofA SONIA Overnight Bid TR GBP;;0.28%;0.29%;0.33%;0.03%;0.03%;0.03%
XIUSA04CX8;06/06/2022;ICE BofA US 3M Trsy Bill TR USD;;0.15%;0.67%;1.12%;0.06%;0.12%;0.12%
XIUSA04EPI;06/06/2022;ICE BofA US High Yield TR USD;;-6.59%;2.43%;3.25%;5.46%;8.60%;7.01%
FOUSA07WOV;06/06/2022;MSCI Europe NR EUR;;0.65%;7.52%;5.17%;19.99%;23.73%;20.22%
FOUSA09G33;06/06/2022;MSCI US Small Cap Growth NR USD;;-22.14%;9.98%;9.59%;32.53%;35.34%;30.27%
XIUSA04FKR;06/06/2022;MSCI USA Value NR USD;;1.38%;9.90%;8.61%;18.05%;27.60%;23.28%
XIUSA04G92;06/06/2022;S&P 500 TR USD;;-1.23%;14.61%;13.17%;22.00%;28.56%;24.54%
FOUSA06GBU;06/06/2022;TOPIX TR JPY;;2.78%;11.32%;6.40%;21.38%;22.11%;20.60%
F0GBR05TBZ;30/05/2022;iMGP European Corporate Bds C EUR;LU0167813129;-9.78%;-1.94%;-1.22%;3.22%;4.60%;3.77%
F000002OH8;30/05/2022;iMGP Euro Fixed Income I EUR;LU0335770102;-10.85%;-1.13%;-0.08%;3.54%;3.77%;3.23%
F00000JPT5;30/05/2022;iMGP Italian Opportunities I EUR;LU0536296873;-4.69%;8.87%;4.06%;26.05%;27.03%;23.63%
F00000NCCS;30/05/2022;iMGP US High Yield I USD;LU0688633840;-7.97%;1.58%;2.10%;5.62%;8.59%;7.03%
F00000OU30;30/05/2022;iMGP US Value R USD;LU0821216842;1.39%;10.26%;7.90%;16.89%;21.96%;18.27%
F00000Q0N6;30/05/2022;iMGP Sustainable Europe I EUR;LU0933606302;0.56%;12.23%;5.18%;23.63%;23.20%;20.07%
F00000Q0P3;30/05/2022;iMGP Japan Opportunities I JPY;LU0933609314;4.68%;7.72%;3.93%;19.58%;20.82%;19.17%
F00000Q0P4;30/05/2022;iMGP US Small&Mid Company Gr I USD;LU0933609405;-32.88%;-0.11%;3.16%;40.54%;36.87%;30.41%
F00000Q0NX;30/05/2022;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-9.96%;0.20%;0.19%;3.56%;4.31%;3.72%
F00000QHZ0;30/05/2022;iMGP US Core Plus I M USD;LU0970691233;-6.59%;1.17%;1.56%;3.51%;4.01%;3.34%
F00000UQH8;30/05/2022;iMGP Absolute Return GBP I M GBP;LU1130232017;-9.01%;1.18%;0.91%;3.65%;3.64%;3.18%
F00000XJ7Z;30/05/2022;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-6.85%;2.56%;1.73%;3.17%;7.59%;6.40%
F00000ZSS8;30/05/2022;iMGP Stable Return I USD;LU1726319590;1.56%;2.31%;;8.06%;7.76%;6.80%
F000013DXH;30/05/2022;iMGP Global Diversified Inc I USD;LU1965317180;-14.69%;;;8.99%;9.03%;9.00%
F000014359;30/05/2022;iMGP BM Alternativos I EUR;LU2041049300;-1.84%;;;3.59%;5.51%;5.51%
XIUSA00108;30/05/2022;Bloomberg Euro Agg Bond TR EUR;;-10.50%;-2.44%;-0.40%;5.65%;4.80%;4.06%
XIUSA000MH;30/05/2022;Bloomberg US Interm Credit TR USD;;-7.24%;0.84%;1.85%;4.22%;4.33%;3.64%
EUCA000564;30/05/2022;EAA Fund EUR Cautious Allocation - Global;;-5.06%;0.60%;0.16%;3.02%;3.77%;3.19%
EUCA000690;30/05/2022;EAA Fund EUR Corporate Bond;;-8.95%;-1.87%;-0.63%;2.94%;3.23%;2.64%
EUCA000587;30/05/2022;EAA Fund EUR Diversified Bond;;-8.15%;-1.99%;-0.87%;2.53%;2.62%;2.14%
EUCA000922;30/05/2022;EAA Fund EUR Subordinated Bond;;-7.35%;1.03%;1.20%;2.84%;5.68%;4.66%
EUCA000511;30/05/2022;EAA Fund Europe Large-Cap Blend Equity;;-2.15%;7.23%;3.96%;16.98%;18.93%;15.93%
EUCA000621;30/05/2022;EAA Fund GBP Allocation 0-20% Equity;;-4.46%;1.26%;1.33%;3.30%;3.88%;3.28%
EUCA000640;30/05/2022;EAA Fund Italy Equity;;-1.37%;9.22%;4.91%;21.06%;23.40%;20.39%
EUCA000915;30/05/2022;EAA Fund Japan Flex-Cap Equity;;-2.07%;8.45%;4.59%;19.09%;19.56%;18.43%
EUCA000812;30/05/2022;EAA Fund Multistrategy EUR;;-1.81%;1.10%;0.07%;2.35%;4.40%;3.80%
EUCA001010;30/05/2022;EAA Fund Multistrategy USD;;0.68%;4.70%;3.68%;3.33%;5.18%;4.75%
EUCA000528;30/05/2022;EAA Fund US Large-Cap Value Equity;;0.11%;12.02%;9.06%;14.95%;22.11%;18.69%
EUCA000853;30/05/2022;EAA Fund US Mid-Cap Equity;;-12.73%;11.11%;9.53%;20.96%;26.37%;22.03%
EUCA000691;30/05/2022;EAA Fund USD Corporate Bond;;-10.52%;0.00%;1.41%;6.69%;7.03%;5.66%
EUCA000746;30/05/2022;EAA Fund USD Flexible Allocation;;-7.64%;3.66%;2.88%;7.81%;9.10%;7.78%
EUCA000583;30/05/2022;EAA Fund USD High Yield Bond;;-6.25%;2.06%;2.39%;4.34%;7.28%;5.90%
FOUSA08SQ4;30/05/2022;FTSE Italia AllShare PR EUR;;-4.48%;6.93%;3.28%;25.72%;29.18%;25.40%
FOUSA08IE9;30/05/2022;ICE BofA EUR Overnight OR TR EUR;;-0.58%;-0.52%;-0.46%;0.03%;0.02%;0.02%
FOUSA05UOK;30/05/2022;ICE BofA Euro Corporate TR EUR;;-9.41%;-1.88%;-0.28%;3.99%;3.83%;3.22%
FOUSA08BV1;30/05/2022;ICE BofA Euro Subod Fin TR EUR;;-8.67%;-0.28%;0.94%;3.64%;4.86%;4.13%
F000016NOS;30/05/2022;ICE BofA SONIA Overnight Bid TR GBP;;0.27%;0.28%;0.32%;0.03%;0.03%;0.03%
XIUSA04CX8;30/05/2022;ICE BofA US 3M Trsy Bill TR USD;;0.15%;0.70%;1.12%;0.06%;0.12%;0.12%
XIUSA04EPI;30/05/2022;ICE BofA US High Yield TR USD;;-5.13%;3.14%;3.44%;5.43%;8.60%;7.00%
FOUSA07WOV;30/05/2022;MSCI Europe NR EUR;;1.26%;8.20%;5.24%;19.94%;23.73%;20.21%
FOUSA09G33;30/05/2022;MSCI US Small Cap Growth NR USD;;-21.99%;10.42%;10.09%;32.35%;35.30%;30.22%
XIUSA04FKR;30/05/2022;MSCI USA Value NR USD;;1.70%;11.54%;9.05%;17.87%;27.60%;23.27%
XIUSA04G92;30/05/2022;S&P 500 TR USD;;-0.99%;16.15%;13.52%;21.75%;28.54%;24.50%
FOUSA06GBU;30/05/2022;TOPIX TR JPY;;3.06%;11.23%;6.52%;21.35%;22.15%;20.62%
F0GBR05TBZ;23/05/2022;iMGP European Corporate Bds C EUR;LU0167813129;-9.39%;-1.87%;-1.21%;3.21%;4.59%;3.77%
F000002OH8;23/05/2022;iMGP Euro Fixed Income I EUR;LU0335770102;-10.31%;-0.90%;-0.03%;3.53%;3.77%;3.23%
F00000JPT5;23/05/2022;iMGP Italian Opportunities I EUR;LU0536296873;-3.13%;7.63%;2.96%;25.90%;26.99%;23.61%
F00000NCCS;23/05/2022;iMGP US High Yield I USD;LU0688633840;-10.04%;0.54%;1.62%;4.99%;8.47%;6.93%
F00000OU30;23/05/2022;iMGP US Value R USD;LU0821216842;0.48%;9.16%;7.14%;16.56%;21.91%;18.21%
F00000Q0N6;23/05/2022;iMGP Sustainable Europe I EUR;LU0933606302;1.69%;11.47%;4.48%;23.30%;23.12%;20.00%
F00000Q0P3;23/05/2022;iMGP Japan Opportunities I JPY;LU0933609314;0.38%;6.21%;3.62%;19.45%;20.77%;19.14%
F00000Q0P4;23/05/2022;iMGP US Small&Mid Company Gr I USD;LU0933609405;-34.50%;-1.83%;2.01%;39.18%;36.42%;30.04%
F00000Q0NX;23/05/2022;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-9.90%;0.12%;0.11%;3.46%;4.28%;3.71%
F00000QHZ0;23/05/2022;iMGP US Core Plus I M USD;LU0970691233;-7.08%;1.11%;1.29%;3.33%;3.96%;3.29%
F00000UQH8;23/05/2022;iMGP Absolute Return GBP I M GBP;LU1130232017;-8.85%;1.17%;0.81%;3.50%;3.59%;3.16%
F00000XJ7Z;23/05/2022;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-7.10%;2.29%;1.65%;3.11%;7.58%;6.40%
F00000ZSS8;23/05/2022;iMGP Stable Return I USD;LU1726319590;1.08%;2.15%;;8.05%;7.78%;6.81%
F000013DXH;23/05/2022;iMGP Global Diversified Inc I USD;LU1965317180;-14.60%;;;8.67%;8.95%;8.96%
F000014359;23/05/2022;iMGP BM Alternativos I EUR;LU2041049300;-1.57%;;;3.63%;5.52%;5.53%
XIUSA00108;23/05/2022;Bloomberg Euro Agg Bond TR EUR;;-9.14%;-1.88%;-0.28%;5.52%;4.77%;4.05%
XIUSA000MH;23/05/2022;Bloomberg US Interm Credit TR USD;;-7.00%;1.16%;1.68%;4.19%;4.32%;3.62%
EUCA000564;23/05/2022;EAA Fund EUR Cautious Allocation - Global;;-5.17%;0.39%;0.05%;2.95%;3.76%;3.17%
EUCA000690;23/05/2022;EAA Fund EUR Corporate Bond;;-8.48%;-1.70%;-0.58%;2.92%;3.22%;2.64%
EUCA000587;23/05/2022;EAA Fund EUR Diversified Bond;;-7.46%;-1.74%;-0.82%;2.51%;2.61%;2.14%
EUCA000922;23/05/2022;EAA Fund EUR Subordinated Bond;;-7.73%;0.76%;1.08%;2.79%;5.67%;4.65%
EUCA000511;23/05/2022;EAA Fund Europe Large-Cap Blend Equity;;-2.62%;6.16%;3.44%;16.81%;18.89%;15.89%
EUCA000621;23/05/2022;EAA Fund GBP Allocation 0-20% Equity;;-4.55%;1.17%;1.22%;3.25%;3.86%;3.27%
EUCA000640;23/05/2022;EAA Fund Italy Equity;;-0.02%;8.04%;3.98%;21.01%;23.38%;20.38%
EUCA000915;23/05/2022;EAA Fund Japan Flex-Cap Equity;;-5.30%;6.68%;4.43%;18.92%;19.54%;18.39%
EUCA000812;23/05/2022;EAA Fund Multistrategy EUR;;-1.79%;0.95%;0.03%;2.35%;4.40%;3.79%
EUCA001010;23/05/2022;EAA Fund Multistrategy USD;;0.81%;4.54%;3.66%;3.34%;5.18%;4.75%
EUCA000528;23/05/2022;EAA Fund US Large-Cap Value Equity;;-1.31%;10.13%;8.13%;14.62%;22.06%;18.64%
EUCA000853;23/05/2022;EAA Fund US Mid-Cap Equity;;-13.88%;9.29%;8.48%;20.40%;26.23%;21.91%
EUCA000691;23/05/2022;EAA Fund USD Corporate Bond;;-10.76%;0.21%;1.04%;6.62%;7.01%;5.63%
EUCA000746;23/05/2022;EAA Fund USD Flexible Allocation;;-8.22%;3.01%;2.51%;7.62%;9.05%;7.74%
EUCA000583;23/05/2022;EAA Fund USD High Yield Bond;;-7.70%;1.27%;1.86%;4.03%;7.23%;5.85%
FOUSA08SQ4;23/05/2022;FTSE Italia AllShare PR EUR;;-2.96%;5.84%;2.18%;25.65%;29.16%;25.39%
FOUSA08IE9;23/05/2022;ICE BofA EUR Overnight OR TR EUR;;-0.58%;-0.52%;-0.46%;0.03%;0.02%;0.02%
FOUSA05UOK;23/05/2022;ICE BofA Euro Corporate TR EUR;;-8.76%;-1.63%;-0.22%;3.93%;3.82%;3.22%
FOUSA08BV1;23/05/2022;ICE BofA Euro Subod Fin TR EUR;;-8.32%;-0.24%;0.96%;3.62%;4.85%;4.14%
F000016NOS;23/05/2022;ICE BofA SONIA Overnight Bid TR GBP;;0.25%;0.28%;0.32%;0.03%;0.03%;0.03%
XIUSA04CX8;23/05/2022;ICE BofA US 3M Trsy Bill TR USD;;0.13%;0.70%;1.12%;0.06%;0.12%;0.13%
XIUSA04EPI;23/05/2022;ICE BofA US High Yield TR USD;;-6.85%;2.24%;2.82%;5.05%;8.54%;6.93%
FOUSA07WOV;23/05/2022;MSCI Europe NR EUR;;1.16%;7.17%;4.67%;19.83%;23.72%;20.18%
FOUSA09G33;23/05/2022;MSCI US Small Cap Growth NR USD;;-22.00%;8.31%;8.94%;32.03%;35.21%;30.11%
XIUSA04FKR;23/05/2022;MSCI USA Value NR USD;;1.08%;9.82%;8.19%;17.62%;27.58%;23.24%
XIUSA04G92;23/05/2022;S&P 500 TR USD;;-3.64%;13.96%;12.63%;21.38%;28.48%;24.44%
FOUSA06GBU;23/05/2022;TOPIX TR JPY;;0.08%;9.31%;6.31%;21.34%;22.12%;20.59%
F0GBR05TBZ;16/05/2022;iMGP European Corporate Bds C EUR;LU0167813129;-9.11%;-1.88%;-1.12%;3.20%;4.59%;3.76%
F000002OH8;16/05/2022;iMGP Euro Fixed Income I EUR;LU0335770102;-10.18%;-0.89%;0.04%;3.54%;3.76%;3.23%
F00000JPT5;16/05/2022;iMGP Italian Opportunities I EUR;LU0536296873;-3.34%;6.87%;2.51%;25.93%;26.99%;23.64%
F00000NCCS;16/05/2022;iMGP US High Yield I USD;LU0688633840;-10.30%;0.32%;1.81%;4.93%;8.46%;6.93%
F00000OU30;16/05/2022;iMGP US Value R USD;LU0821216842;-1.37%;8.25%;7.18%;16.52%;21.89%;18.11%
F00000Q0N6;16/05/2022;iMGP Sustainable Europe I EUR;LU0933606302;-0.65%;10.24%;3.47%;23.33%;23.11%;19.96%
F00000Q0P3;16/05/2022;iMGP Japan Opportunities I JPY;LU0933609314;1.26%;5.88%;3.21%;19.43%;20.74%;19.13%
F00000Q0P4;16/05/2022;iMGP US Small&Mid Company Gr I USD;LU0933609405;-32.91%;-2.45%;2.05%;38.88%;36.28%;29.92%
F00000Q0NX;16/05/2022;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-9.65%;0.12%;0.13%;3.47%;4.28%;3.69%
F00000QHZ0;16/05/2022;iMGP US Core Plus I M USD;LU0970691233;-7.76%;0.82%;1.37%;3.27%;3.94%;3.30%
F00000UQH8;16/05/2022;iMGP Absolute Return GBP I M GBP;LU1130232017;-8.75%;1.11%;0.86%;3.52%;3.59%;3.14%
F00000XJ7Z;16/05/2022;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-6.60%;2.25%;1.70%;3.09%;7.59%;6.40%
F00000ZSS8;16/05/2022;iMGP Stable Return I USD;LU1726319590;2.16%;2.57%;;8.05%;7.78%;6.81%
F000013DXH;16/05/2022;iMGP Global Diversified Inc I USD;LU1965317180;-14.87%;;;8.70%;8.96%;8.87%
F000014359;16/05/2022;iMGP BM Alternativos I EUR;LU2041049300;-1.94%;;;3.66%;5.54%;5.55%
XIUSA00108;16/05/2022;Bloomberg Euro Agg Bond TR EUR;;-8.60%;-1.83%;-0.08%;5.50%;4.76%;4.03%
XIUSA000MH;16/05/2022;Bloomberg US Interm Credit TR USD;;-7.63%;0.85%;1.75%;4.11%;4.30%;3.62%
EUCA000564;16/05/2022;EAA Fund EUR Cautious Allocation - Global;;-4.71%;0.38%;0.08%;2.94%;3.75%;3.17%
EUCA000690;16/05/2022;EAA Fund EUR Corporate Bond;;-8.32%;-1.75%;-0.50%;2.92%;3.22%;2.63%
EUCA000587;16/05/2022;EAA Fund EUR Diversified Bond;;-7.18%;-1.73%;-0.71%;2.51%;2.61%;2.13%
EUCA000922;16/05/2022;EAA Fund EUR Subordinated Bond;;-7.37%;0.70%;1.13%;2.77%;5.67%;4.65%
EUCA000511;16/05/2022;EAA Fund Europe Large-Cap Blend Equity;;-1.96%;5.71%;3.13%;16.74%;18.86%;15.86%
EUCA000621;16/05/2022;EAA Fund GBP Allocation 0-20% Equity;;-4.02%;1.20%;1.38%;3.23%;3.85%;3.27%
EUCA000640;16/05/2022;EAA Fund Italy Equity;;-0.38%;7.25%;3.65%;20.97%;23.39%;20.40%
EUCA000915;16/05/2022;EAA Fund Japan Flex-Cap Equity;;-3.98%;6.19%;3.88%;18.78%;19.48%;18.37%
EUCA000812;16/05/2022;EAA Fund Multistrategy EUR;;-1.76%;0.84%;-0.04%;2.34%;4.40%;3.79%
EUCA001010;16/05/2022;EAA Fund Multistrategy USD;;0.69%;4.50%;3.65%;3.34%;5.18%;4.75%
EUCA000528;16/05/2022;EAA Fund US Large-Cap Value Equity;;-2.02%;9.46%;8.18%;14.43%;22.03%;18.56%
EUCA000853;16/05/2022;EAA Fund US Mid-Cap Equity;;-13.54%;8.65%;8.39%;20.30%;26.22%;21.84%
EUCA000691;16/05/2022;EAA Fund USD Corporate Bond;;-11.58%;-0.29%;1.09%;6.52%;6.97%;5.62%
EUCA000746;16/05/2022;EAA Fund USD Flexible Allocation;;-7.93%;2.71%;2.46%;7.61%;9.04%;7.72%
EUCA000583;16/05/2022;EAA Fund USD High Yield Bond;;-8.44%;0.93%;1.97%;3.93%;7.21%;5.84%
FOUSA08SQ4;16/05/2022;FTSE Italia AllShare PR EUR;;-3.43%;4.52%;1.78%;25.67%;29.24%;25.43%
FOUSA08IE9;16/05/2022;ICE BofA EUR Overnight OR TR EUR;;-0.58%;-0.51%;-0.45%;0.03%;0.02%;0.02%
FOUSA05UOK;16/05/2022;ICE BofA Euro Corporate TR EUR;;-8.57%;-1.69%;-0.10%;3.92%;3.81%;3.21%
FOUSA08BV1;16/05/2022;ICE BofA Euro Subod Fin TR EUR;;-8.04%;-0.31%;1.01%;3.63%;4.85%;4.14%
F000016NOS;16/05/2022;ICE BofA SONIA Overnight Bid TR GBP;;0.23%;0.28%;0.32%;0.03%;0.03%;0.03%
XIUSA04CX8;16/05/2022;ICE BofA US 3M Trsy Bill TR USD;;0.11%;0.72%;1.12%;0.06%;0.12%;0.12%
XIUSA04EPI;16/05/2022;ICE BofA US High Yield TR USD;;-7.92%;1.77%;2.97%;4.90%;8.51%;6.92%
FOUSA07WOV;16/05/2022;MSCI Europe NR EUR;;1.40%;6.59%;4.32%;19.79%;23.69%;20.15%
FOUSA09G33;16/05/2022;MSCI US Small Cap Growth NR USD;;-22.17%;7.57%;8.68%;31.81%;35.18%;30.01%
XIUSA04FKR;16/05/2022;MSCI USA Value NR USD;;-0.85%;8.74%;8.33%;17.51%;27.56%;23.15%
XIUSA04G92;16/05/2022;S&P 500 TR USD;;-3.58%;12.99%;12.80%;21.28%;28.46%;24.32%
FOUSA06GBU;16/05/2022;TOPIX TR JPY;;1.13%;9.16%;5.70%;21.22%;22.07%;20.58%
F0GBR05TBZ;09/05/2022;iMGP European Corporate Bds C EUR;LU0167813129;-9.48%;-1.95%;-1.20%;3.16%;4.58%;3.76%
F000002OH8;09/05/2022;iMGP Euro Fixed Income I EUR;LU0335770102;-10.51%;-0.74%;0.07%;3.53%;3.76%;3.23%
F00000JPT5;09/05/2022;iMGP Italian Opportunities I EUR;LU0536296873;-3.68%;6.04%;2.10%;25.74%;26.95%;23.52%
F00000NCCS;09/05/2022;iMGP US High Yield I USD;LU0688633840;-9.01%;0.83%;2.36%;4.86%;8.44%;6.89%
F00000OU30;09/05/2022;iMGP US Value R USD;LU0821216842;-1.64%;8.33%;7.39%;16.13%;21.75%;18.07%
F00000Q0N6;09/05/2022;iMGP Sustainable Europe I EUR;LU0933606302;-2.99%;9.33%;3.39%;22.92%;22.98%;19.78%
F00000Q0P3;09/05/2022;iMGP Japan Opportunities I JPY;LU0933609314;-0.31%;5.61%;3.72%;19.45%;20.73%;19.08%
F00000Q0P4;09/05/2022;iMGP US Small&Mid Company Gr I USD;LU0933609405;-35.48%;-4.02%;3.03%;37.82%;35.81%;29.45%
F00000Q0NX;09/05/2022;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-9.30%;0.34%;0.36%;3.38%;4.26%;3.66%
F00000QHZ0;09/05/2022;iMGP US Core Plus I M USD;LU0970691233;-7.28%;1.04%;1.48%;3.27%;3.93%;3.30%
F00000UQH8;09/05/2022;iMGP Absolute Return GBP I M GBP;LU1130232017;-8.17%;1.40%;1.08%;3.43%;3.55%;3.12%
F00000XJ7Z;09/05/2022;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-6.94%;2.17%;1.72%;3.09%;7.60%;6.39%
F00000ZSS8;09/05/2022;iMGP Stable Return I USD;LU1726319590;1.88%;2.57%;;8.32%;7.76%;6.80%
F000013DXH;09/05/2022;iMGP Global Diversified Inc I USD;LU1965317180;-13.73%;;;8.37%;8.85%;8.80%
F000014359;09/05/2022;iMGP BM Alternativos I EUR;LU2041049300;-2.36%;;;3.72%;5.57%;5.53%
XIUSA00108;09/05/2022;Bloomberg Euro Agg Bond TR EUR;;-9.05%;-1.75%;-0.33%;5.31%;4.69%;3.99%
XIUSA000MH;09/05/2022;Bloomberg US Interm Credit TR USD;;-7.35%;1.03%;1.77%;4.07%;4.29%;3.62%
EUCA000564;09/05/2022;EAA Fund EUR Cautious Allocation - Global;;-5.22%;0.30%;0.04%;2.92%;3.74%;3.16%
EUCA000690;09/05/2022;EAA Fund EUR Corporate Bond;;-8.63%;-1.76%;-0.64%;2.86%;3.20%;2.62%
EUCA000587;09/05/2022;EAA Fund EUR Diversified Bond;;-7.50%;-1.68%;-0.86%;2.44%;2.58%;2.12%
EUCA000922;09/05/2022;EAA Fund EUR Subordinated Bond;;-7.75%;0.63%;1.09%;2.76%;5.67%;4.65%
EUCA000511;09/05/2022;EAA Fund Europe Large-Cap Blend Equity;;-2.31%;5.51%;2.69%;16.51%;18.83%;15.81%
EUCA000621;09/05/2022;EAA Fund GBP Allocation 0-20% Equity;;-4.58%;1.26%;1.35%;3.27%;3.85%;3.26%
EUCA000640;09/05/2022;EAA Fund Italy Equity;;-0.62%;6.58%;3.07%;20.83%;23.38%;20.35%
EUCA000915;09/05/2022;EAA Fund Japan Flex-Cap Equity;;-4.62%;6.08%;4.13%;18.64%;19.40%;18.30%
EUCA000812;09/05/2022;EAA Fund Multistrategy EUR;;-1.86%;0.83%;-0.09%;2.34%;4.40%;3.79%
EUCA001010;09/05/2022;EAA Fund Multistrategy USD;;0.81%;4.56%;3.77%;3.36%;5.17%;4.75%
EUCA000528;09/05/2022;EAA Fund US Large-Cap Value Equity;;-2.70%;8.95%;8.27%;14.06%;21.94%;18.53%
EUCA000853;09/05/2022;EAA Fund US Mid-Cap Equity;;-16.01%;7.38%;8.54%;19.88%;26.07%;21.74%
EUCA000691;09/05/2022;EAA Fund USD Corporate Bond;;-10.99%;0.02%;1.12%;6.49%;6.95%;5.60%
EUCA000746;09/05/2022;EAA Fund USD Flexible Allocation;;-8.46%;2.47%;2.69%;7.52%;9.01%;7.68%
EUCA000583;09/05/2022;EAA Fund USD High Yield Bond;;-7.70%;1.18%;2.22%;3.86%;7.20%;5.84%
FOUSA08SQ4;09/05/2022;FTSE Italia AllShare PR EUR;;-3.13%;4.23%;0.98%;25.51%;29.23%;25.36%
FOUSA08IE9;09/05/2022;ICE BofA EUR Overnight OR TR EUR;;-0.58%;-0.51%;-0.45%;0.03%;0.02%;0.02%
FOUSA05UOK;09/05/2022;ICE BofA Euro Corporate TR EUR;;-8.86%;-1.68%;-0.28%;3.84%;3.78%;3.19%
FOUSA08BV1;09/05/2022;ICE BofA Euro Subod Fin TR EUR;;-8.62%;-0.39%;0.80%;3.61%;4.85%;4.13%
F000016NOS;09/05/2022;ICE BofA SONIA Overnight Bid TR GBP;;0.22%;0.28%;0.31%;0.02%;0.03%;0.03%
XIUSA04CX8;09/05/2022;ICE BofA US 3M Trsy Bill TR USD;;0.11%;0.73%;1.13%;0.06%;0.12%;0.12%
XIUSA04EPI;09/05/2022;ICE BofA US High Yield TR USD;;-7.04%;2.10%;3.11%;4.80%;8.50%;6.92%
FOUSA07WOV;09/05/2022;MSCI Europe NR EUR;;1.53%;6.54%;3.58%;19.56%;23.66%;20.09%
FOUSA09G33;09/05/2022;MSCI US Small Cap Growth NR USD;;-25.56%;5.42%;8.34%;31.11%;34.96%;29.86%
XIUSA04FKR;09/05/2022;MSCI USA Value NR USD;;-1.00%;8.49%;8.18%;17.09%;27.47%;23.13%
XIUSA04G92;09/05/2022;S&P 500 TR USD;;-3.89%;12.81%;12.76%;20.69%;28.30%;24.27%
FOUSA06GBU;09/05/2022;TOPIX TR JPY;;-0.57%;8.62%;5.90%;21.38%;22.03%;20.54%
F0GBR05TBZ;02/05/2022;iMGP European Corporate Bds C EUR;LU0167813129;-9.00%;-1.79%;-0.88%;3.02%;4.55%;3.73%
F000002OH8;02/05/2022;iMGP Euro Fixed Income I EUR;LU0335770102;-10.47%;-0.67%;0.17%;3.51%;3.75%;3.22%
F00000JPT5;02/05/2022;iMGP Italian Opportunities I EUR;LU0536296873;0.26%;5.70%;3.29%;25.46%;26.84%;23.49%
F00000NCCS;02/05/2022;iMGP US High Yield I USD;LU0688633840;-7.23%;1.25%;2.46%;4.67%;8.41%;6.89%
F00000OU30;02/05/2022;iMGP US Value R USD;LU0821216842;4.23%;9.37%;7.46%;15.85%;21.66%;17.97%
F00000Q0N6;02/05/2022;iMGP Sustainable Europe I EUR;LU0933606302;1.20%;9.15%;3.61%;22.69%;22.88%;19.77%
F00000Q0P3;02/05/2022;iMGP Japan Opportunities I JPY;LU0933609314;2.95%;4.87%;3.87%;19.40%;20.71%;19.10%
F00000Q0P4;02/05/2022;iMGP US Small&Mid Company Gr I USD;LU0933609405;-24.55%;1.88%;4.73%;36.10%;35.13%;29.12%
F00000Q0NX;02/05/2022;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-8.30%;0.49%;0.44%;3.31%;4.23%;3.66%
F00000QHZ0;02/05/2022;iMGP US Core Plus I M USD;LU0970691233;-6.90%;1.22%;1.41%;3.24%;3.92%;3.29%
F00000UQH8;02/05/2022;iMGP Absolute Return GBP I M GBP;LU1130232017;-7.47%;1.49%;1.11%;3.43%;3.53%;3.12%
F00000XJ7Z;02/05/2022;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-6.38%;2.09%;2.04%;2.98%;7.59%;6.39%
F00000ZSS8;02/05/2022;iMGP Stable Return I USD;LU1726319590;2.65%;2.84%;;8.35%;7.74%;6.82%
F000013DXH;02/05/2022;iMGP Global Diversified Inc I USD;LU1965317180;-11.05%;;;8.23%;8.78%;8.78%
F000014359;02/05/2022;iMGP BM Alternativos I EUR;LU2041049300;-1.64%;;;3.56%;5.54%;5.53%
XIUSA00108;02/05/2022;Bloomberg Euro Agg Bond TR EUR;;-9.48%;-1.70%;-0.15%;5.16%;4.63%;3.96%
XIUSA000MH;02/05/2022;Bloomberg US Interm Credit TR USD;;-7.22%;1.15%;1.67%;4.01%;4.27%;3.59%
EUCA000564;02/05/2022;EAA Fund EUR Cautious Allocation - Global;;-3.92%;0.55%;0.34%;2.81%;3.71%;3.14%
EUCA000690;02/05/2022;EAA Fund EUR Corporate Bond;;-8.29%;-1.64%;-0.39%;2.76%;3.17%;2.60%
EUCA000587;02/05/2022;EAA Fund EUR Diversified Bond;;-7.38%;-1.60%;-0.67%;2.36%;2.56%;2.10%
